Date,Currency,Close
2021-08-02 00:00:00,AUD,1.36197
2021-08-03 00:00:00,AUD,1.358585
2021-08-04 00:00:00,AUD,1.351936
2021-08-05 00:00:00,AUD,1.354463
2021-08-06 00:00:00,AUD,1.350804
2021-08-09 00:00:00,AUD,1.3628
2021-08-10 00:00:00,AUD,1.36407
2021-08-11 00:00:00,AUD,1.361693
2021-08-12 00:00:00,AUD,1.3561
2021-08-13 00:00:00,AUD,1.36212
2021-08-16 00:00:00,AUD,1.35764
2021-08-17 00:00:00,AUD,1.3622
2021-08-18 00:00:00,AUD,1.378246
2021-08-19 00:00:00,AUD,1.382935
2021-08-20 00:00:00,AUD,1.399345
2021-08-23 00:00:00,AUD,1.4006
2021-08-24 00:00:00,AUD,1.38704
2021-08-25 00:00:00,AUD,1.379539
2021-08-26 00:00:00,AUD,1.374268
2021-08-27 00:00:00,AUD,1.381521
2021-08-30 00:00:00,AUD,1.36687
2021-08-31 00:00:00,AUD,1.37151
2021-09-01 00:00:00,AUD,1.366512
2021-09-02 00:00:00,AUD,1.35722
2021-09-03 00:00:00,AUD,1.351479
2021-09-06 00:00:00,AUD,1.34318
2021-09-07 00:00:00,AUD,1.34468
2021-09-08 00:00:00,AUD,1.353803
2021-09-09 00:00:00,AUD,1.358
2021-09-10 00:00:00,AUD,1.3567
2021-09-13 00:00:00,AUD,1.3572
2021-09-14 00:00:00,AUD,1.357607
2021-09-15 00:00:00,AUD,1.366662
2021-09-16 00:00:00,AUD,1.362175
2021-09-17 00:00:00,AUD,1.37146
2021-09-20 00:00:00,AUD,1.37665
2021-09-21 00:00:00,AUD,1.377467
2021-09-22 00:00:00,AUD,1.383509
2021-09-23 00:00:00,AUD,1.382361
2021-09-24 00:00:00,AUD,1.3699
2021-09-27 00:00:00,AUD,1.37625
2021-09-28 00:00:00,AUD,1.373513
2021-09-29 00:00:00,AUD,1.3804
2021-09-30 00:00:00,AUD,1.392758
2021-10-01 00:00:00,AUD,1.3829
2021-10-04 00:00:00,AUD,1.37453
2021-10-05 00:00:00,AUD,1.371799
2021-10-06 00:00:00,AUD,1.3716
2021-10-07 00:00:00,AUD,1.37336
2021-10-08 00:00:00,AUD,1.366718
2021-10-11 00:00:00,AUD,1.37082
2021-10-12 00:00:00,AUD,1.36084
2021-10-13 00:00:00,AUD,1.36331
2021-10-14 00:00:00,AUD,1.3539
2021-10-15 00:00:00,AUD,1.348836
2021-10-18 00:00:00,AUD,1.34684
2021-10-19 00:00:00,AUD,1.348254
2021-10-20 00:00:00,AUD,1.3374
2021-10-21 00:00:00,AUD,1.330619
2021-10-22 00:00:00,AUD,1.339818
2021-10-25 00:00:00,AUD,1.33885
2021-10-26 00:00:00,AUD,1.334793
2021-10-27 00:00:00,AUD,1.33103
2021-10-28 00:00:00,AUD,1.3332
2021-10-29 00:00:00,AUD,1.327739
2021-11-01 00:00:00,AUD,1.33009
2021-11-02 00:00:00,AUD,1.329699
2021-11-03 00:00:00,AUD,1.344267
2021-11-04 00:00:00,AUD,1.338867
2021-11-05 00:00:00,AUD,1.34965
2021-11-08 00:00:00,AUD,1.3521
2021-11-09 00:00:00,AUD,1.348654
2021-11-10 00:00:00,AUD,1.355712
2021-11-11 00:00:00,AUD,1.36349
2021-11-12 00:00:00,AUD,1.371366
2021-11-15 00:00:00,AUD,1.36379
2021-11-16 00:00:00,AUD,1.361489
2021-11-17 00:00:00,AUD,1.36956
2021-11-18 00:00:00,AUD,1.37578
2021-11-19 00:00:00,AUD,1.373815
2021-11-22 00:00:00,AUD,1.382801
2021-11-23 00:00:00,AUD,1.3835
2021-11-24 00:00:00,AUD,1.38462
2021-11-25 00:00:00,AUD,1.388503
2021-11-26 00:00:00,AUD,1.39398
2021-11-29 00:00:00,AUD,1.40001
2021-11-30 00:00:00,AUD,1.399423
2021-12-01 00:00:00,AUD,1.403509
2021-12-02 00:00:00,AUD,1.406945
2021-12-03 00:00:00,AUD,1.410875
2021-12-06 00:00:00,AUD,1.424928
2021-12-07 00:00:00,AUD,1.4186
2021-12-08 00:00:00,AUD,1.403982
2021-12-09 00:00:00,AUD,1.3947
2021-12-10 00:00:00,AUD,1.39936
2021-12-13 00:00:00,AUD,1.39546
2021-12-14 00:00:00,AUD,1.4019
2021-12-15 00:00:00,AUD,1.407261
2021-12-16 00:00:00,AUD,1.395381
2021-12-17 00:00:00,AUD,1.39361
2021-12-20 00:00:00,AUD,1.40509
2021-12-21 00:00:00,AUD,1.406569
2021-12-22 00:00:00,AUD,1.399032
2021-12-23 00:00:00,AUD,1.386194
2021-12-24 00:00:00,AUD,1.382514
2021-12-27 00:00:00,AUD,1.38288
2021-12-28 00:00:00,AUD,1.381788
2021-12-29 00:00:00,AUD,1.382361
2021-12-30 00:00:00,AUD,1.37764
2021-12-31 00:00:00,AUD,1.379348
2022-01-03 00:00:00,AUD,1.37586
2022-01-04 00:00:00,AUD,1.389275
2022-01-05 00:00:00,AUD,1.381444
2022-01-06 00:00:00,AUD,1.384888
2022-01-07 00:00:00,AUD,1.396141
2022-01-10 00:00:00,AUD,1.39293
2022-01-11 00:00:00,AUD,1.392564
2022-01-12 00:00:00,AUD,1.387001
2022-01-13 00:00:00,AUD,1.37321
2022-01-14 00:00:00,AUD,1.3732
2022-01-17 00:00:00,AUD,1.38571
2022-01-18 00:00:00,AUD,1.386809
2022-01-19 00:00:00,AUD,1.391304
2022-01-20 00:00:00,AUD,1.385617
2022-01-21 00:00:00,AUD,1.3856
2022-01-24 00:00:00,AUD,1.39123
2022-01-25 00:00:00,AUD,1.397722
2022-01-26 00:00:00,AUD,1.396882
2022-01-27 00:00:00,AUD,1.403903
2022-01-28 00:00:00,AUD,1.421363
2022-01-31 00:00:00,AUD,1.42898
2022-02-01 00:00:00,AUD,1.414767
2022-02-02 00:00:00,AUD,1.40174
2022-02-03 00:00:00,AUD,1.404337
2022-02-04 00:00:00,AUD,1.39958
2022-02-07 00:00:00,AUD,1.41237
2022-02-08 00:00:00,AUD,1.402525
2022-02-09 00:00:00,AUD,1.3994
2022-02-10 00:00:00,AUD,1.39326
2022-02-11 00:00:00,AUD,1.396317
2022-02-14 00:00:00,AUD,1.39962
2022-02-15 00:00:00,AUD,1.402112
2022-02-16 00:00:00,AUD,1.39878
2022-02-17 00:00:00,AUD,1.38995
2022-02-18 00:00:00,AUD,1.39095
2022-02-21 00:00:00,AUD,1.39437
2022-02-22 00:00:00,AUD,1.391885
2022-02-23 00:00:00,AUD,1.38372
2022-02-24 00:00:00,AUD,1.383509
2022-02-25 00:00:00,AUD,1.396609
2022-02-28 00:00:00,AUD,1.3915
2022-03-01 00:00:00,AUD,1.377031
2022-03-02 00:00:00,AUD,1.37714
2022-03-03 00:00:00,AUD,1.3711
2022-03-04 00:00:00,AUD,1.362955
2022-03-07 00:00:00,AUD,1.3523
2022-03-08 00:00:00,AUD,1.364536
2022-03-09 00:00:00,AUD,1.37591
2022-03-10 00:00:00,AUD,1.366699
2022-03-11 00:00:00,AUD,1.357589
2022-03-14 00:00:00,AUD,1.37052
2022-03-15 00:00:00,AUD,1.38914
2022-03-16 00:00:00,AUD,1.390627
2022-03-17 00:00:00,AUD,1.371968
2022-03-18 00:00:00,AUD,1.35483
2022-03-21 00:00:00,AUD,1.34953
2022-03-22 00:00:00,AUD,1.35212
2022-03-23 00:00:00,AUD,1.340069
2022-03-24 00:00:00,AUD,1.33348
2022-03-25 00:00:00,AUD,1.3308
2022-03-28 00:00:00,AUD,1.3301
2022-03-29 00:00:00,AUD,1.333422
2022-03-30 00:00:00,AUD,1.33073
2022-03-31 00:00:00,AUD,1.3328
2022-04-01 00:00:00,AUD,1.33477
2022-04-04 00:00:00,AUD,1.33574
2022-04-05 00:00:00,AUD,1.325574
2022-04-06 00:00:00,AUD,1.31827
2022-04-07 00:00:00,AUD,1.33243
2022-04-08 00:00:00,AUD,1.33717
2022-04-11 00:00:00,AUD,1.34291
2022-04-12 00:00:00,AUD,1.34856
2022-04-13 00:00:00,AUD,1.341382
2022-04-14 00:00:00,AUD,1.342012
2022-04-15 00:00:00,AUD,1.3495
2022-04-18 00:00:00,AUD,1.35248
2022-04-19 00:00:00,AUD,1.35914
2022-04-20 00:00:00,AUD,1.35245
2022-04-21 00:00:00,AUD,1.342823
2022-04-22 00:00:00,AUD,1.35849
2022-04-25 00:00:00,AUD,1.3818
2022-04-26 00:00:00,AUD,1.393049
2022-04-27 00:00:00,AUD,1.399384
2022-04-28 00:00:00,AUD,1.40337
2022-04-29 00:00:00,AUD,1.4067
2022-05-02 00:00:00,AUD,1.41535
2022-05-03 00:00:00,AUD,1.418239
2022-05-04 00:00:00,AUD,1.4077
2022-05-05 00:00:00,AUD,1.378759
2022-05-06 00:00:00,AUD,1.404297
2022-05-09 00:00:00,AUD,1.419044
2022-05-10 00:00:00,AUD,1.43732
2022-05-11 00:00:00,AUD,1.441753
2022-05-12 00:00:00,AUD,1.443522
2022-05-13 00:00:00,AUD,1.4552
2022-05-16 00:00:00,AUD,1.43964
2022-05-17 00:00:00,AUD,1.43414
2022-05-18 00:00:00,AUD,1.4219
2022-05-19 00:00:00,AUD,1.436988
2022-05-20 00:00:00,AUD,1.420152
2022-05-23 00:00:00,AUD,1.41585
2022-05-24 00:00:00,AUD,1.41064
2022-05-25 00:00:00,AUD,1.407816
2022-05-26 00:00:00,AUD,1.410557
2022-05-27 00:00:00,AUD,1.40869
2022-05-30 00:00:00,AUD,1.3961
2022-05-31 00:00:00,AUD,1.389815
2022-06-01 00:00:00,AUD,1.39225
2022-06-02 00:00:00,AUD,1.394
2022-06-03 00:00:00,AUD,1.375705
2022-06-06 00:00:00,AUD,1.38794
2022-06-07 00:00:00,AUD,1.39109
2022-06-08 00:00:00,AUD,1.384926
2022-06-09 00:00:00,AUD,1.3915
2022-06-10 00:00:00,AUD,1.40881
2022-06-13 00:00:00,AUD,1.42485
2022-06-14 00:00:00,AUD,1.44059
2022-06-15 00:00:00,AUD,1.4514
2022-06-16 00:00:00,AUD,1.42513
2022-06-17 00:00:00,AUD,1.420354
2022-06-20 00:00:00,AUD,1.438228
2022-06-21 00:00:00,AUD,1.434823
2022-06-22 00:00:00,AUD,1.43641
2022-06-23 00:00:00,AUD,1.44818
2022-06-24 00:00:00,AUD,1.44854
2022-06-27 00:00:00,AUD,1.44022
2022-06-28 00:00:00,AUD,1.44456
2022-06-29 00:00:00,AUD,1.448352
2022-06-30 00:00:00,AUD,1.45339
2022-07-01 00:00:00,AUD,1.44978
2022-07-04 00:00:00,AUD,1.46718
2022-07-05 00:00:00,AUD,1.4548
2022-07-06 00:00:00,AUD,1.47206
2022-07-07 00:00:00,AUD,1.473622
2022-07-08 00:00:00,AUD,1.460067
2022-07-11 00:00:00,AUD,1.46075
2022-07-12 00:00:00,AUD,1.48295
2022-07-13 00:00:00,AUD,1.48214
2022-07-14 00:00:00,AUD,1.485376
2022-07-15 00:00:00,AUD,1.48041
2022-07-18 00:00:00,AUD,1.4674
2022-07-19 00:00:00,AUD,1.468386
2022-07-20 00:00:00,AUD,1.4497
2022-07-21 00:00:00,AUD,1.45193
2022-07-22 00:00:00,AUD,1.444481
2022-07-25 00:00:00,AUD,1.44829
2022-07-26 00:00:00,AUD,1.4386
2022-07-27 00:00:00,AUD,1.43939
2022-07-28 00:00:00,AUD,1.429613
2022-07-29 00:00:00,AUD,1.4284
2022-08-01 00:00:00,AUD,1.43209
2021-08-02 00:00:00,CAD,1.24667
2021-08-03 00:00:00,CAD,1.25011
2021-08-04 00:00:00,CAD,1.25333
2021-08-05 00:00:00,CAD,1.2545
2021-08-06 00:00:00,CAD,1.25013
2021-08-09 00:00:00,CAD,1.25709
2021-08-10 00:00:00,CAD,1.25738
2021-08-11 00:00:00,CAD,1.2519
2021-08-12 00:00:00,CAD,1.25068
2021-08-13 00:00:00,CAD,1.252
2021-08-16 00:00:00,CAD,1.2516
2021-08-17 00:00:00,CAD,1.25696
2021-08-18 00:00:00,CAD,1.26265
2021-08-19 00:00:00,CAD,1.26631
2021-08-20 00:00:00,CAD,1.28313
2021-08-23 00:00:00,CAD,1.2826
2021-08-24 00:00:00,CAD,1.2651
2021-08-25 00:00:00,CAD,1.2596
2021-08-26 00:00:00,CAD,1.25887
2021-08-27 00:00:00,CAD,1.26849
2021-08-30 00:00:00,CAD,1.2611
2021-08-31 00:00:00,CAD,1.26089
2021-09-01 00:00:00,CAD,1.26161
2021-09-02 00:00:00,CAD,1.26217
2021-09-03 00:00:00,CAD,1.25518
2021-09-06 00:00:00,CAD,1.25303
2021-09-07 00:00:00,CAD,1.25343
2021-09-08 00:00:00,CAD,1.26464
2021-09-09 00:00:00,CAD,1.2694
2021-09-10 00:00:00,CAD,1.26626
2021-09-13 00:00:00,CAD,1.26795
2021-09-14 00:00:00,CAD,1.2648
2021-09-15 00:00:00,CAD,1.269
2021-09-16 00:00:00,CAD,1.26181
2021-09-17 00:00:00,CAD,1.26815
2021-09-20 00:00:00,CAD,1.2764
2021-09-21 00:00:00,CAD,1.28024
2021-09-22 00:00:00,CAD,1.28208
2021-09-23 00:00:00,CAD,1.27859
2021-09-24 00:00:00,CAD,1.2662
2021-09-27 00:00:00,CAD,1.26494
2021-09-28 00:00:00,CAD,1.26262
2021-09-29 00:00:00,CAD,1.2677
2021-09-30 00:00:00,CAD,1.27538
2021-10-01 00:00:00,CAD,1.2684
2021-10-04 00:00:00,CAD,1.2625
2021-10-05 00:00:00,CAD,1.25898
2021-10-06 00:00:00,CAD,1.25827
2021-10-07 00:00:00,CAD,1.25862
2021-10-08 00:00:00,CAD,1.2547
2021-10-11 00:00:00,CAD,1.24841
2021-10-12 00:00:00,CAD,1.24804
2021-10-13 00:00:00,CAD,1.24761
2021-10-14 00:00:00,CAD,1.24368
2021-10-15 00:00:00,CAD,1.23746
2021-10-18 00:00:00,CAD,1.23737
2021-10-19 00:00:00,CAD,1.23722
2021-10-20 00:00:00,CAD,1.2354
2021-10-21 00:00:00,CAD,1.23244
2021-10-22 00:00:00,CAD,1.23703
2021-10-25 00:00:00,CAD,1.23713
2021-10-26 00:00:00,CAD,1.2379
2021-10-27 00:00:00,CAD,1.23914
2021-10-28 00:00:00,CAD,1.23697
2021-10-29 00:00:00,CAD,1.23461
2021-11-01 00:00:00,CAD,1.23829
2021-11-02 00:00:00,CAD,1.23739
2021-11-03 00:00:00,CAD,1.2408
2021-11-04 00:00:00,CAD,1.23778
2021-11-05 00:00:00,CAD,1.2451
2021-11-08 00:00:00,CAD,1.24508
2021-11-09 00:00:00,CAD,1.24422
2021-11-10 00:00:00,CAD,1.2436
2021-11-11 00:00:00,CAD,1.24865
2021-11-12 00:00:00,CAD,1.25885
2021-11-15 00:00:00,CAD,1.25453
2021-11-16 00:00:00,CAD,1.2514
2021-11-17 00:00:00,CAD,1.25657
2021-11-18 00:00:00,CAD,1.26112
2021-11-19 00:00:00,CAD,1.26035
2021-11-22 00:00:00,CAD,1.26535
2021-11-23 00:00:00,CAD,1.27013
2021-11-24 00:00:00,CAD,1.26759
2021-11-25 00:00:00,CAD,1.26617
2021-11-26 00:00:00,CAD,1.26637
2021-11-29 00:00:00,CAD,1.27248
2021-11-30 00:00:00,CAD,1.2738
2021-12-01 00:00:00,CAD,1.27743
2021-12-02 00:00:00,CAD,1.28109
2021-12-03 00:00:00,CAD,1.28177
2021-12-06 00:00:00,CAD,1.2817
2021-12-07 00:00:00,CAD,1.2762
2021-12-08 00:00:00,CAD,1.26458
2021-12-09 00:00:00,CAD,1.26522
2021-12-10 00:00:00,CAD,1.27084
2021-12-13 00:00:00,CAD,1.27199
2021-12-14 00:00:00,CAD,1.28076
2021-12-15 00:00:00,CAD,1.28671
2021-12-16 00:00:00,CAD,1.28365
2021-12-17 00:00:00,CAD,1.27797
2021-12-20 00:00:00,CAD,1.28985
2021-12-21 00:00:00,CAD,1.2936
2021-12-22 00:00:00,CAD,1.2923
2021-12-23 00:00:00,CAD,1.28512
2021-12-24 00:00:00,CAD,1.28239
2021-12-27 00:00:00,CAD,1.2814
2021-12-28 00:00:00,CAD,1.2787
2021-12-29 00:00:00,CAD,1.2813
2021-12-30 00:00:00,CAD,1.27826
2021-12-31 00:00:00,CAD,1.27444
2022-01-03 00:00:00,CAD,1.26588
2022-01-04 00:00:00,CAD,1.27513
2022-01-05 00:00:00,CAD,1.27044
2022-01-06 00:00:00,CAD,1.27601
2022-01-07 00:00:00,CAD,1.27302
2022-01-10 00:00:00,CAD,1.26469
2022-01-11 00:00:00,CAD,1.2665
2022-01-12 00:00:00,CAD,1.25775
2022-01-13 00:00:00,CAD,1.25016
2022-01-14 00:00:00,CAD,1.25078
2022-01-17 00:00:00,CAD,1.25422
2022-01-18 00:00:00,CAD,1.25157
2022-01-19 00:00:00,CAD,1.24975
2022-01-20 00:00:00,CAD,1.25109
2022-01-21 00:00:00,CAD,1.25003
2022-01-24 00:00:00,CAD,1.2561
2022-01-25 00:00:00,CAD,1.26255
2022-01-26 00:00:00,CAD,1.26159
2022-01-27 00:00:00,CAD,1.26585
2022-01-28 00:00:00,CAD,1.27457
2022-01-31 00:00:00,CAD,1.27591
2022-02-01 00:00:00,CAD,1.27174
2022-02-02 00:00:00,CAD,1.26896
2022-02-03 00:00:00,CAD,1.26864
2022-02-04 00:00:00,CAD,1.26785
2022-02-07 00:00:00,CAD,1.27453
2022-02-08 00:00:00,CAD,1.26656
2022-02-09 00:00:00,CAD,1.27054
2022-02-10 00:00:00,CAD,1.26761
